Title,Year,Director,Producer,Genres,Summary,Duration,Budget,Revenue,Ratings,Vote Count,Popularity,Content Rating,Original Language,Production Companies,Production Countries,Spoken Languages,Tagline,Adult,Movie ID
Butch vs. Sundance,2023,Anthony C. Ferrante,David Michael Latt,"Adventure, Western","After years of robbing and scheming, a feud between Butch and Sundance leads to mistrust and betrayal, jeopardizing the largest heist of the century.",99,0,0,1.5,2,1.838,NR,en,The Asylum,,English,,FALSE,1143459
Felines,2023,Rich Mallery,,"Thriller, Drama","When Max, a troubled girl looking for a way out of her mundane life, meets the mysterious and seductive Lily, she instantly falls head over heels in love. But Max soon realizes Lily is not who she seems and she finds herself trapped in a dangerous world of drugs, deceit and murder.",94,0,0,4.2,4,1.834,PG-13,en,,United States of America,English,,FALSE,1082498
Uncharted: Sic Parvis Magna,2023,Josiah Gonzalez,Brandon Mobley,"Adventure, Comedy, Action","Before the iconic adventures of Nathan and Sam Drake, the two brothers embarked on an adventure that started a lifelong path of searching for lost goods - making a myriad of enemies along the way.",140,2500,0,7,1,1.833,PG-13,en,Blackrock Films,,,GREATNESS FROM SMALL BEGINNINGS,FALSE,1254057
La Bufadora,2023,Jeremy Finch,Max Kaufman,"Western, Mystery, Comedy",A decrepit old mining town looks to a mystical beast to be saved from more plundering.,93,0,0,0,0,1.831,NR,en,,United States of America,English,,FALSE,1195409
Sam Jay: Salute Me or Shoot Me,2023,Linda Mendoza,Jackie Stolfi,Comedy,"Comedian and writer Sam Jay takes the stage for a hilariously frank discussion on embracing our differences, the stresses of long-term relationships, and the power of empathy. Deftly showcasing her conversational style, this comedy special is a witty and raw examination of life's challenges and society at large.",60,0,0,3.8,2,1.828,R,en,Avalon Television,United States of America,English,,FALSE,1177095
Northern Shade,2023,Christopher Rucinski,,"Drama, Crime, Thriller",A troubled Army veteran emerges from isolation when his younger brother is recruited by an extremist militia.,96,0,0,2,2,1.82,NR,en,Working Memory Picture Company,United States of America,English,Bring him home.,FALSE,1024668
"TMZ Presents: Child Star Syndrome - Triumphs, Tragedies & Trolls",2023,,,Documentary,"Entertainment giants created a new generation of child stars in the social media era, creating some of Hollywood’s biggest names – and some of its most tragic tales.",62,0,0,7,1,1.809,R,en,TMZ,,English,,FALSE,1146229
The Cello,2023,Darren Lynn Bousman,Lee Nelson,"Horror, Thriller, Mystery",An aspiring cellist learns the cost of his brand-new cello is a lot more insidious than he first thought.,120,17000000,5314,6,2,1.808,R,ar,"Envision Media Arts, Alamiya, Rozam Media",Saudi Arabia,"العربية, English",Music to die for.,FALSE,896250
Aliens Uncovered: Origins,2023,Clive Christopher,,Documentary,"Phoenix, Arizona wasn't supposed to be the city we know in present day. Before Area 51, hidden deep in the desert, the military discovered a hidden gem that helped them cover up the UFO wave of 1947. Roswell was not the only event that took place. Arizona was home to three major UFO events that the public hardly knows about. These events helped create Project Bluebook.",84,0,0,0,0,1.799,NR,en,"Golden Record Productions, Breaking Glass Pictures",,English,Where Did We Come From?,FALSE,1121854
Our Christmas Wedding,2023,Andrew Cymek,Brigitte Kingsley,"TV Movie, Comedy, Romance","In the sequel, roles reverse as Nicole's boss plans newly engaged Nicole and Michael's wedding in two weeks at Christmas.",90,0,0,7,6,1.791,G,en,"Good Soldier Films, Northern Soul Film Company, Great American Media",Canada,English,,FALSE,1128754
Rescuing Christmas,2023,Emily Moss Wilson,Rachael Leigh Cook,"TV Movie, Comedy, Romance","In a world where Santa is real and wants to drum up some holiday spirit, two of Santa’s elves, Chuck and Debbie, devise a plan to grant one human on Earth three wishes to kickstart the holidays. Unfortunately, that human is Erin, who has lost all affection for the season. Even a blind date set up by her sister, with the affable and charming Sam, won’t change her mind about Christmas. But when she makes the mistake of wishing Christmas would “just disappear,” Erin wakes up to a world where the holiday never existed! Horrified, she realizes that she’s taken away everyone’s joy, so she enlists Sam to help her reinvent the festivities from scratch. In the process, Erin learns just how much this holiday and its traditions have meant to everyone around her - and how much Sam has come to mean to her.",99,0,0,7.667,9,1.78,G,en,"Mandy June Turpin Productions, MarVista Entertainment",United States of America,English,A holiday rebel without a claus.,FALSE,1180656
Hunting for the Hag,2023,Paul A. Brooks,,Horror,Three young women venture deep into the woods to hunt for a local legend known as The Hawthorne Hag and attempt to capture it on camera for the first time.,86,0,0,0,0,1.768,NR,en,"Into the Night Motion Pictures, Ten Wing Media, Into the Void Films",United States of America,English,Be Careful What You Hunt For,FALSE,1035995
At the Gates,2023,Augustus Meleo Bernstein,Augustus Meleo Bernstein,Drama,"A housekeeper from El Salvador brings her teenage son to help her clean an affluent family’s Los Angeles home. But after being told by her employers that immigration officers are searching for her, she accepts the invitation to shelter in their house until the crisis blows over. As days go by under the same roof, each family begins to question the other’s true intentions.",97,0,0,0,0,1.767,R,en,"Beacon Pictures, Five Towers",United States of America,"English, Español",Where do you go when no place is safe,FALSE,1014063
Holiday Road,2023,Martin Wood,,"TV Movie, Drama, Romance","A travel writer, a tech entrepreneur, a devoted mother and more strangers are stranded at the airport for the holidays, they rent a van for an unexpected road trip.",84,0,0,8.6,7,1.765,G,en,"Timeless Pictures, Basset Hound Distribution",Canada,English,,FALSE,1180791
A Look in the Rear View,2023,Gregg Harris,,Comedy,"On the night before his wedding, a good-natured, self-effacing groom reflects on a memorable and transitional year, which will make you laugh, think and maybe even cry - but mostly laugh.",126,200000,0,0,0,1.755,R,en,,United States of America,,One groom's embarrassing tale.,FALSE,1303897
Jim Gaffigan: Dark Pale,2023,Jim Gaffigan,,Comedy,"Dark Pale marks Jim’s 10th comedy special, an unprecedented feat for the comedian, who continues to deliver fresh-yet-edgy material, ranging from funerals and family to balloon rides.",64,0,0,7.2,11,1.753,PG,en,"Amazon Studios, Comedy Dynamics",United States of America,English,,FALSE,1145322
Merrily We Roll Along,2023,Maria Friedman,Sonia Friedman,"Comedy, Music","A live recording of the 2024 Tony Award-winning Broadway revival of Stephen Sondheim and George Furth's musical, filmed at the Hudson Theatre in New York City. Franklin Shepard is a talented Broadway composer who abandons his theater career and all his friends in New York in order to produce films in Los Angeles. The story begins at the height of his Hollywood fame and moves backwards in time, showing snapshots of the most important moments in Frank’s life that shaped the man he is today.",180,0,0,10,1,1.746,NR,en,"RadicalMedia, Sonia Friedman Productions",United States of America,English,It started out like a song...,FALSE,1306400
Snow White and the Fairytale Fun Force,2023,Kelly Little,Albert Burrows,"Animation, Family","Little Snow White is growing up fast and when her bestie Dorothy is in trouble, the sassy princess quickly calls on the bravest gang of fairytale characters ever assembled to come to her friend's rescue. Meet adorable Little Red Riding Hood, mischievous Pinocchio, big-hearted Robin Hood and brave King Arthur. Together they are the Fairytale Fun Force and they are ready to spring into action. Blunderboar the giant and his trusty hound Jack have stolen Cupid's arrow, Hatter's tea set and the Cheshire's Cat body to create a magic potion that will trap Dorothy in Oz forever. Will Snow White and her posse rescue Alice and defeat Blunderboar? Join your favorite fairytale characters to find out in Snow White And The Fairytale Fun Force.",67,0,0,2,1,1.74,NR,en,WOWNow Entertainment,United States of America,English,Who’s the best hero of them all?,FALSE,1096617
Bug Man,2023,Clayton Tramel,,"Comedy, Drama","After enduring a bad breakup with his long time girlfriend on the side of an old Oklahoma highway, a young man moves into a 1968 VW Beetle with 8 foot spider legs.",88,0,0,0,0,1.736,NR,en,Train Media Group,,,Phil's car isn't going anywhere. That's okay: neither is he,FALSE,1235891
The Wedding Cottage,2023,Terry Ingram,Charles Cooper,"TV Movie, Comedy, Romance",A wedding guide creator must convince an uninspired artist and owner of a special wedding cottage to renovate the rundown cottage to host a contest-winning couple for their dream wedding.,84,0,0,7.571,14,1.722,G,en,"Beth Grossbard Productions, Wedding Cottage Road Productions, Front Street Pictures",Canada,English,Here comes the fixer upper.,FALSE,1093764
Disney NHL Big City Greens Classic,2023,,,"Animation, TV Movie","The first-ever live, animated NHL game telecast, featuring the Washington Capitals vs. New York Rangers.",140,0,0,2,1,1.716,G,en,"Disney Television Animation, NHL Productions, ESPN Films, ESPN",United States of America,English,,FALSE,1087749
Dr. Saville's Horror Show,2023,Kevin R. Phipps,,Horror,"As the evil Dr. Saville tortures his latest victim, he weaves together three dark and twisted tales in this horror anthology with a simple warning: be careful what you wish for.",99,0,0,5,1,1.705,NR,en,,,English,,FALSE,1095807
A Christmas Reckoning,2023,Ray Martin,Tom Rafferty,"Comedy, Drama","On Christmas Eve 2020, three strangers find themselves in a holding room. Soon, with the help of a guide each man encountered previously that year, they will embark on a crazy journey to reconcile their pasts. This will be a night they will never forget.",61,0,0,0,0,1.702,NR,en,Ray Martin Films,United States of America,English,,FALSE,1187984
Dying to Sleep,2023,Paris Dylan,Paris Dylan,"Thriller, Drama, Mystery","Terrifying nightmares, a broken family, and a mysterious Holistic Doctor, haunt Mary as she searches for the strength to find forgiveness amongst dark betrayals.",94,0,0,6.714,7,1.699,PG-13,en,"Wild7 Films, Look Mom Media",United States of America,English,Forgiveness is futile.,FALSE,982847
Bringing Back Christmas,2023,Lisa Arnold,,"Comedy, Family","When Daniel is fired right before his son's expensive surgery, an angel takes him on a journey back in time to witness the trials of Joseph and Mary before the very first Christmas, reminding him how God's love can carry him through anything.",89,0,0,8,2,1.691,PG,en,"Damascus Road Productions, CineMammoth Productions",United States of America,English,,FALSE,1218114
"""Truelove: The Film""",2023,Phil Viardo,Christopher Knight,Documentary,"""Truelove: The Film"" is a documentary feature film following Callie Truelove, a teenager with Williams syndrome who was blessed with the superpower of love. On this journey, Callie travels across America to meet other individuals with Williams syndrome who get to tell their stories and showcase the wondrous effects of this rare genetic disorder. Callie's goal is to spread her unique brand of unconditional love and awareness for Williams syndrome, while shining a light on these very pure and precious souls, so that together they can help to heal this fractured world. With the help of some recognizable faces, audiences will get a glimpse of what it's like to see life through Callie's unburdened eyes, while humans of this planet get to realize that there is no better medicine for all the negativity and darkness in life - than a dose of Truelove.",97,300000,0,8,2,1.69,NR,en,Former Prodigy Media,,English,"A feature documentary about Callie Truelove, an angel with Williams syndrome",FALSE,1195328
Keyshia Cole: This Is My Story,2023,Manu Boyer,,"Drama, Music","Adopted at a young age, Keyshia Cole overcomes a difficult childhood to pursue her dream of becoming a singer. As her star begins to rise, Keyshia reunites with her two sisters while struggling to keep her biological mother in rehab.",96,0,0,9,3,1.69,NR,en,,,English,,FALSE,1144850
The Hummingbird Effect,2023,,Bill Murphy,"Documentary, TV Movie","Costa Rica's motto is Pura Vida - Pure Life - and this deceptively small country is bursting with some of the most spectacular wildlife and pristine ecosystems in the world. All this diversity thrives, in part, thanks to one surprising little creature: hummingbirds. Venture across Costa Rica's wild and rugged landscapes, from volcanic peaks to coastal jungle to misty cloud forests and discover the nation's dazzling diversity of hummingbirds. Watch how these tiny birds play an outsize role in maintaining some of the richest and wildest environments on Earth, where a whole community of creatures, such as macaws and monkeys, enjoys The Hummingbird Effect.",60,0,0,0,0,1.69,PG,en,"Coneflower Films Studios, PBS, The WNET Group, Terra Mater Factual Studios",,,The Hummingbirds of Costa Rica,FALSE,1131605
Swing Into Romance,2023,Bradley Walsh,David Anselmo,"TV Movie, Comedy, Romance","The former dancer Christine Sims when she temporarily returns to her hometown for the Fall Festival and learns that her family's General Store is struggling. In order to help save the business, Christine will need to dust off her dancing shoes and face her ex-fiancé — and she may even find love in the process.",85,0,0,8.571,7,1.688,G,en,"Hideaway Pictures, Motion Picture Corporation of America, Brad Krevoy Television","Canada, United States of America",English,,FALSE,1104102
The Neighbors Are Watching,2023,Haylie Duff,Danny Roth,"TV Movie, Drama, Thriller","When a handsome neighbor moves in across the street, a single woman trying to escape her past in the new subdivision believes she has witnessed her new neighbor committing a grisly murder. Unfortunately, nobody believes her. She is then forced to face her dark past head-on in a story full of twists, turns, and shocking revelations.",89,0,0,6,3,1.683,PG,en,"PeachTree Post, RNR Media, Lifetime",United States of America,English,What is the new neighbor hiding?,FALSE,1130771
Never Been Chris'd,2023,Jeff Beesley,,"TV Movie, Comedy, Romance",Best friends Naomi and Liz return home for the holidays and simultaneously enter a love triangle when they both reconnect with their high school crush Chris Silver.,84,0,0,6.8,10,1.68,G,en,"The Cartel, Been Chris Pictures, Hallmark Media","Canada, United States of America",English,Uncrushable friendship - with the same crush.,FALSE,1180663
"Blood, Sweat and Beers, or How the Sloppy Boys Made an Album on a Farm in West Texas",2023,Robert Holguin,Robert Holguin,"Documentary, Comedy, Music","From sketch comedy to an acclaimed podcast, The Sloppy Boys are taking their musical aspirations to the next level when they join forces with legendary keyboardist and producer Money Mark at the famed Sonic Ranch Studio in West Texas. They only have five days to make their comedy-rock dreams come true.",87,0,0,0,0,1.68,NR,en,,United States of America,English,The Making of a Comedy-Rock Classic,FALSE,1235373
Star Wars: Ahsoka - Sabine's Loth-Cat,2023,Laurent Bouzereau,,"Animation, Family","Help babysit Sabine's Loth-cat, Murley, while she explores the galaxy. Relax or catnap to Star Wars ambience composed by Kevin Kiner, Sean Kiner, Deana Kiner and Jason Fujita.",127,0,0,6.7,3,1.671,G,en,Lucasfilm Ltd.,United States of America,,,FALSE,1221254
John Early: Now More Than Ever,2023,Leah Hennessey,,"Comedy, Music, Documentary","In his first HBO comedy special, John Early brings his unique blend of cutting commentary, pop star swagger, and all-around loveable hilarity to Roulette Intermedium in Brooklyn, New York. In the style of a gritty 70s rockumentary, Early performs stand-up and explosive song covers from Britney to Neil Young, intercut with Spinal Tap-esque backstage sketches.",64,0,0,7.25,3,1.664,R,en,Abso Lutely Productions,United States of America,English,,FALSE,1111585
Till the Last Ukranian,2023,,Felix Rex,Documentary,"This is a once in a generation event that needs to be examined without the usual spin that is delivered by the controlled media. While the video will be interpreted one way or the other, it is one that supports the voice of reason and of peace rather than jingoistic war drums and the cacophony of white noise.",105,0,0,0,0,1.662,NR,en,Black Pigeon Speaks,,English,A once in a generation event that must be examined without the usual spin from controlled media.,FALSE,1105177
You're All Gonna Die,2023,Dominic Ross,Dominic Ross,"Horror, Mystery","In their attempt to exonerate an innocent man, a group of social justice warriors raid an abandoned campsite in search of a serial killer. But, one by one, they are eliminated until it's just one person left against the prolific killer.",88,0,0,2.7,3,1.645,15,en,"Deep creek productions, Scatena & Rosner Films, Indican Pictures",United States of America,English,,FALSE,1210035
Senior Year: Love Never Fails,2023,Jude Okwudiafor Johnson,Joe Okwudiafor Johnson,"Drama, Family, Romance","In this sequel to ""Freshman Year (2019)"", CJ and Marcella struggle to protect their relationship against the rising tide of pressure from family, faith, and friends when a devastating discovery upends their lives.",107,0,0,0,0,1.637,PG-13,en,Anchor Media Studios,,English,,FALSE,1155859
ROAR: The Story of the Southern Columbia Football Tigers,2023,Alexander Monelli,,Documentary,The Southern Columbia Tigers high school football team faces unprecedented challenges as they go for a Pennsylvania record sixth consecutive state championship. This documentary is a look behind the scenes of the most decorated team in state history.,80,0,0,0,0,1.625,NR,en,WVIA Studios,United States of America,,,FALSE,1125641
The Christmas Classic,2023,Shane Dax Taylor,Daniel Cummings,"Comedy, Romance","Elizabeth works for her fiancé’s father’s real estate company in the big city. Fed up with Elizabeth’s unprofessional antics, her soon-to-be father-in-law sends her back to her hometown during the holiday season to convince an old flame, Randy, to sell his ski resort to the firm in order to keep her job. Randy agrees to sell, but only if she can win the town’s annual winter challenge, which includes outrageous and fun ski events. Aggravating her plans further, she must face off against the perennial champion, her estranged sister Lynn, now more determined than ever to ‘out-sleigh’ her rivals!",86,0,0,5.25,4,1.623,NR,en,"Highland Film Group, BondIt Media Capital, Taylor & Dodge, CC Production Services",United States of America,English,Sleigh the competition,FALSE,1128959
Yuletide the Knot,2023,Nanea Miyata,Nanea Miyata,"TV Movie, Comedy, Romance","Small town wedding planner Rachel is planning her biggest Christmas wedding for an influencer couple, is thrown a surprise when the bride's manager turns out to be Logan, her first love and high school sweetheart - her one that got away.",92,0,0,6.125,8,1.621,PG,en,"June Street Studios, Lunar Field",United States of America,English,Find that first love feeling.,FALSE,1175697
Her Deadly Night in Paris,2023,Lane Shefter Bishop,Lane Shefter Bishop,"TV Movie, Thriller","An American exchange student in Paris falls in love with her host family's handsome son, but when she witnesses a murder, the couple must go on the run to prove her innocence.",88,0,0,4,1,1.618,PG-13,en,"Vast Entertainment, Lifetime",United States of America,English,,FALSE,1166362
The Wheel of Heaven,2023,Joe Badon,,,A woman caught up in predatory relationships is thrown into a multi-layered world of choices after she discovers a mystical book in a thrift store.,103,0,0,0,0,1.617,NR,en,,,,,FALSE,995980
99 Miles Till LA,2023,Delaware Robbins,Donny Bigelow,"Adventure, Comedy, Family, Drama, Romance","In a bid to recapture the carefree days of their youth, four friends decide to escape their daily routines and responsibilities and hit the open road to California. As the friends traverse the stunning landscapes of California, they rediscover the value of friendship and the power of shared memories. Beneath the laughter and chaos, they confront their fears, vulnerabilities, and unfulfilled dreams, strengthening the unbreakable bonds they now share. ""99 Miles Till LA"" is a unabridged celebration of camaraderie, self-discovery, and the enduring power of friendship that will leave you touched by the beauty of life's unexpected adventures.",60,3500,15,10,1,1.615,R,en,Old Money Productions,United States of America,,Real American Movie,FALSE,1201203
Wendigo: Demonic Evil,2023,Christian Tizya,Nathan Carlson,Documentary,"All over the world, strange yet true cannibal attacks have been occurring all whilst Zombies, Werewolves and Vampires are more popular than ever. The end tmes are truly here according to experts. Forensic Psychologists, Historians and Medical Engineers weigh in on possible explanations behind ""Cannibal Possessions"" and the legendary and mysterious ""Wendigo"".",74,0,0,0,0,1.607,NR,en,,Canada,English,,FALSE,1077641
Smart Home Killer,2023,Meeshelle Neal,Mary Petryshyn,Thriller,"When a woman ends her relationship with her latest boyfriend, a home security expert who installed her smart home system, he continues to harass her until she files a restraining order that pushes him over the edge. He then hacks into her network and makes her and her daughter a prisoner in their own home.",87,0,0,3.3,3,1.604,PG,en,"CME City Productions, Champlain Media",Canada,English,,FALSE,1221472
Being Mary Tyler Moore,2023,James Adolphus,Andrew Coles,Documentary,"With unprecedented access to the Mary Tyler Moore Estate, friends, family, and colleagues, Being Mary Tyler Moore constructs an intimate mosaic of Mary's sixty-year career in show business.",119,0,0,6.9,15,1.602,PG,en,"HBO Documentary Films, Fifth Season, Hillman Grad Productions, Good Trouble Studios, Martin Chase Productions, The Mission Entertainment",United States of America,English,The woman behind the smile.,FALSE,1072873
The First Harvest,2023,Paul Allen,Holly Anspaugh,"Horror, Crime","After his daughter goes missing, Jerry decides to hunt down the serial killer known as Jay Sullivan. Upon having nightmares of Jay, his Wife Emily decides to join in the hunt. Meanwhile, Jay himself struggles with reality. When he makes a bold decision, he risks everything and everyone he loves. In this tribute to 80's horror, who can survive?",89,10,1,0,0,1.599,NR,en,"Paul Allen Films, Rockbuster Productions",,English,There's a storm coming.,FALSE,1354080
What Happened at 625 River Road?,2023,"Devon ""Jovi"" Johnson",,"Crime, Thriller, Horror","A psychological thriller, based on true events that occurred, following two female students to New York. As they arrive at their rental home, 625 River Rd, a chain of mysterious events take place that are still unsolved to this day.",71,0,0,6.3,3,1.594,15,en,District 51 Studios,United States of America,English,They will never escape.,FALSE,923217
A Wave of Kindness,2023,Eric Stalnaker,,Drama,A young journalist embarks on a quest to find happy stories of resilience and compassion amid his own personal struggles.,67,0,0,0,0,1.591,NR,en,JC Films Productions,United States of America,English,,FALSE,1242297
Another Happy Day,2023,Nora Fiffer,Nora Fiffer,Comedy,"This new mom feels truly terrible at taking care of her newborn, as she stumbles through her days. On her desperate search for a friend, she tumbles into an unlikely bond with an estranged aunt-in-law she never knew.",91,0,0,0,0,1.59,NR,en,Chicago Media Angels,,English,A postpartum depression comedy,FALSE,1011918
"Santa, Maybe",2023,Brian Brough,,"TV Movie, Comedy, Romance","Can theater director Lila rise to the challenge of putting on the perfect Christmas ballet, while also discovering her office Secret Santa in the process?",84,0,0,7.6,4,1.586,G,en,"Candlelight Media Group, SunWorld Pictures, Silver Peak Productions",United States of America,English,,FALSE,1180372
Don Rickles Live in Casino Rama 2010,2023,Tony Oppedisano,,"Comedy, Documentary","Presenting the 2nd live Don Rickles concert ever released by the Rickles Estate! Travel to the legendary Casino Rama where Don has the audience in stitches with his classic humor. This special presentation is brought to you by Winbrook Entertainment in association with Wynnefield Productions and remastered by Sorcery Cinema for an unforgettable experience. Join us in celebrating the comedic genius of Don Rickles, with the full support of the Rickles Estate. Subscribe now to catch all the fantastic releases from the one and only Don Rickles.",62,0,0,10,1,1.582,NR,en,"Winbrook Entertainment, Sorcery Cinema LLC","Canada, United States of America",,Don Rickles performing at Casino Rama in 2010. Digitally restored and released in 2023,FALSE,1193892
Captain Elliot's Circle,2023,Jake Barningham,SLF,"Documentary, History","Equal parts documentary, essay, and narrative,""Captain Elliot's Circle"" is mostly a poetic interaction with an obscure corner of Chinese and British history. Constructed using primary source documents about the taking of Zhoushan, Britain's first choice for a seaport, in the late 1830s,this movie uses Captain Charles Elliot's reluctance to brutalize the Chinese to reflect on the cyclical nature of history and the power structures that move it. The long takes used throughout function to illustrate the dramatically different ways in which people who lived in the mid-19th century perceived time. Additionally, it represents the psychological effect of living on an island regardless of what era you were born in.The last third of the movie focuses on a young woman whose strange day job has taken her far away from the island of Zhoushan generations after Captain Charles Elliot was last there. ""Captain Elliot's Circle"" was shot on location in Zhoushan and Hangzhou.",155,1000,0,10,1,1.578,NR,en,,China,"普通话, English",,FALSE,1174703
South to Black Power,2023,Llewellyn M. Smith,,Documentary,"In his provocative 2021 book, The Devil You Know: A Black Power Manifesto, New York Times opinion columnist Charles M. Blow calls for a “reverse Great Migration” of African Americans from the North back to the South to upend today’s political power structures while reclaiming the land and culture they left behind. South to Black Power does more than illustrate Blow’s enlightening ideas; we journey through Blow’s personal story, from his childhood in Louisiana to his role as father to young adult children in New York City, showing us the hard-won truths behind his vision for the future.",89,0,0,6,1,1.578,15,en,"HBO Documentary Films, This Machine Filmworks, Aevitas Entertainment",United States of America,English,America's next great migration.,FALSE,1132495
More Tomcat Tales,2023,Mark Vizcarra,Michael Vizcarra,Documentary,"This much anticipated sequel to the 2020 hit film, TOMCAT TALES continues the story and legacy of the one fighter Hollywood loves to feature in their blockbuster movies. MORE TOMCAT TALES showcases phenomenal F-14 footage and iconic cast of officers as they discuss their extraordinary experiences in the legendary Tomcat.",76,0,0,0,0,1.567,PG,en,Speed and Angels Productions,United States of America,English,"An end of an era, as told by the real Top Guns.",FALSE,1227017
"Usada Pekora 1st PekoLive - ""USAGI the MEGAMI!!""",2023,YAGOO,YAGOO,"Animation, Music","Konpeko, konpeko, konpeko!  Hololive 3rd Generation's Usada Pekora debuts her first ever solo-live! Featuring songs from her newly released album also titled ""Usagi the MEGAMI!!"". Contains 9 songs in total, including 4 new songs written by a talented team of writers! Guest singers include Houshou Marine, Shirogane Noel, and Shiranui Flare! Held at the Ariake Arena in Tokyo on December 6th, 2023 and streamed online via SPWN.",90,111,111,10,2,1.554,PG-13,ja,"COVER Corp., Bushiroad Music",Japan,"English, 日本語",Good luck! Good luck! Good luck! Usada pekorapeko~! Hello~ Hello~,FALSE,1190623
Other Men's Careers,2023,Ryan Meade,,Documentary,"Eccentric, outspoken, and unfiltered TV and low budget film director Josh Becker struggles to emerge from the shadow of his work on ""The Evil Dead"", ""Xena"", the careers of his more successful colleagues, depression and alcoholism to fulfill his lifelong ambition of creating high quality, successful films.",77,30000,0,8.5,2,1.552,NR,en,"Virus International, Panoramic Pictures",United States of America,English,,FALSE,1183394
Hannah Ha Ha,2023,Jordan Tetewsky,Roger Mancusi,Drama,"Hannah lives a content, hard-working life in the small town where she grew up. To her visiting older brother, she's just wasting her time. As their Summer together winds down, Hannah gets what wasting time really means.",76,0,0,6.2,5,1.543,NR,en,Fair Oaks Entertainment,United States of America,English,,FALSE,913414
CarousHELL 3,2023,Steve Rudzinski,Steve Rudzinski,"Comedy, Horror",The trilogy conclusion and ending to the character arc Duke has been on since 2016.,69,10000,0,10,1,1.539,NR,en,Silver Spotlight Films,United States of America,,,FALSE,1136019
I Have To Do This,2023,Austin Hall,Joceline Morales,Documentary,"Content creator Ethan Nestor battles personal and artistic crises as he races against the clock to develop a live show under increasingly-heavy pressure for his impending, sold-out, first-ever North American tour.",82,0,0,0,0,1.533,NR,en,"Real Good Touring, CrankGameplays, Sad Arcade",,English,TAKE A JUMP IN THE DARK.,FALSE,1187123
Sea Monsters,2023,Evan Tramel,Evan Tramel,"Animation, Family","When the funniest Monster fish in the sea contest is announced in the town of Schmert, Charlie and his pals Mucus and Frankfish decide to enter the competition in hopes of comedic glory. However they have one big problem... None of them are funny. The crew's only hope is to set out on an adventure to locate a monster fish legend known as ""The Masestro"" who can teach them comedy and help them win the contest to become the funniest fish in all of Schmert!",72,0,0,1,2,1.529,G,en,WOWNow Entertainment,United States of America,English,Your favorite monsters under the sea!,FALSE,530471
A Royal Christmas Holiday,2023,Fred Olen Ray,Fred Olen Ray,"TV Movie, Comedy, Romance","In search of her big break, a reporter arranges a Christmas interview with a European Prince visiting the states. Will the reporter’s big story become her love story?",84,0,0,6.6,7,1.526,G,en,Hybrid,United States of America,English,,FALSE,1180358
The Light We Carry: Michelle Obama and Oprah Winfrey,2023,Linda Mendoza,,Documentary,Michelle Obama delves into the challenges and life lessons that shaped her second bestselling book in an illuminating conversation with Oprah Winfrey.,90,0,0,5.9,9,1.523,PG,en,,,English,,FALSE,1111579
Barkley Dubis' Danse Macabre,2023,Barkley Dubis,Julian Sellers,"Horror, Fantasy, Comedy",A boy is thrown into the middle of an increasingly bizarre local disturbance.,90,100,0,0,0,1.519,R,en,Withered Up Productions,United States of America,English,Harry's dead...,FALSE,1045940
Nightmare Pageant Moms,2023,Linden Ashby,Ken Sanders,"TV Movie, Thriller, Drama, Crime","When Emilia and her daughter Sophie are left in an unexpected, dire financial situation, they discover an intriguing option to pay for Sophie’s college—entering a regional Mother[1]Daughter beauty pageant with a lucrative scholarship prize. But they don’t realize a competing mother-daughter team are willing to go to disturbing and dangerous lengths to win the crown.",90,0,0,6,2,1.515,PG-13,en,"Storyteller Studios, Reel One Entertainment",United States of America,English,,FALSE,1113931
Trail of Justice,2023,Nick DeBoer,,Western,"After freeing gunslinger Drew Wesley from a group of outlaws, wandering cousins Jeff and Sydney Lawson must help save a town from outlaw leader Clay Hobbs...",104,0,0,6,2,1.509,12,en,Grindstone Entertainment Group,United States of America,English,,FALSE,1078095
Maxine's Baby: The Tyler Perry Story,2023,Gelila Bekele,Gelila Bekele,Documentary,"Tyler Perry is America’s consummate multihyphenate. But underneath this entertainment behemoth is a man working humbly to heal his childhood trauma by transforming his pain into promise. This documentary, a nod to his mother’s love, is an intimate portrait of visionary Tyler Perry and his harrowing but faithful road to the top of an industry that didn’t always include him.",115,0,0,8.7,5,1.508,15,en,Bekele Films,United States of America,English,Son. Father. Writer. Director. Mogul.,FALSE,1180562
Blippi's Big Dino Adventure,2023,Andy Pagana,,Family,"When Blippi and Meekah run into Park Ranger Asher and his energetic dinosaur crew at T-Rex Ranch, Asher asks the duo for their help to retrieve the missing dinosaur eggs.",67,0,0,6,1,1.508,E,en,Moonbug Entertainment,United States of America,English,,FALSE,1164994
A Law for Christmas,2023,Simon Wesely,,Romance,A young and aspiring politician has to leave the city for her career and finds her vocation and true love in the countryside.,141,100000,0,1,2,1.505,G,en,Wesely Bros,United States of America,English,,FALSE,1190358
The Land of Giants,2023,,,,"This new ski film explores the most iconic mountains on Earth. From the Fjords of Norway to the spines of Alaska, learn about the canvas that creates the most mind-melting moments in skiing.",72,0,0,0,0,1.499,NR,en,Matchstick Productions,,,Exploring Earth's most iconic mountains,FALSE,1196882
Capsules,2023,Luke Momo,,"Horror, Science Fiction, Comedy","After experimenting with mysterious substances, four chem students find themselves addicted in the worst way possible: they’ll die unless they take more.",70,0,0,2,1,1.499,NR,en,"Capsules Film, Cranked Up Films",United States of America,English,Hell Is a trip.,FALSE,992846
